Time,Network Status,CPU Usage,Memory Usage,AI Prediction,Risk
2026-09-13 22:04:13,UP,16.29,33.56,Normal,1.51
2026-09-13 22:04:13,UP,19.9,28.26,Normal,3.67
2026-09-13 22:04:13,UP,18.86,100,FAILURE PREDICTED,94.6
2026-09-13 22:04:15,UP,16.8,34.16,Normal,1.95
2026-09-13 22:04:15,UP,20.59,28.62,Normal,4.65
2026-09-13 22:04:15,UP,18.18,100,FAILURE PREDICTED,94.6
2026-09-13 22:04:17,UP,16.91,33.18,Normal,1.73
2026-09-13 22:04:17,UP,18.88,29.12,Normal,3.91
2026-09-13 22:04:17,UP,17.94,100,FAILURE PREDICTED,92.56
2026-09-13 22:04:19,UP,16.38,33.56,Normal,1.51
2026-09-13 22:04:19,UP,19.86,30.11,Normal,2.72
2026-09-13 22:04:19,UP,19.68,100,FAILURE PREDICTED,94.16
2026-09-13 22:04:21,UP,18.33,33.22,Normal,2.22
2026-09-13 22:04:21,UP,20.8,31.04,Normal,2.76
2026-09-13 22:04:21,UP,19.91,99.01,FAILURE PREDICTED,92.09
2026-09-13 22:04:23,UP,19.15,33.51,Normal,2.22
2026-09-13 22:04:23,UP,19.26,30.89,Normal,2.85
2026-09-13 22:04:23,UP,21.16,98.74,FAILURE PREDICTED,80.4
2026-09-13 22:04:25,UP,17.2,33.58,Normal,1.95
2026-09-13 22:04:25,UP,20.15,31.15,Normal,3.85
2026-09-13 22:04:25,UP,20.61,98.09,FAILURE PREDICTED,88.65
2026-09-13 22:04:27,UP,17.14,34.25,Normal,1.95
2026-09-13 22:04:27,UP,21.77,32.11,Normal,21.42
2026-09-13 22:04:27,UP,19.88,97.12,FAILURE PREDICTED,90.57
2026-09-13 22:04:29,UP,17.92,33.55,Normal,1.95
2026-09-13 22:04:29,UP,23.66,32.64,Normal,30.98
2026-09-13 22:04:29,UP,18.28,96.36,FAILURE PREDICTED,91.39
2026-09-13 22:04:31,UP,18.19,34.45,Normal,1.79
2026-09-13 22:04:31,UP,24.6,32.17,FAILURE PREDICTED,81.39
2026-09-13 22:04:32,UP,16.51,95.56,FAILURE PREDICTED,91.69
2026-09-13 22:04:33,UP,20.04,35.28,Normal,3.92
2026-09-13 22:04:33,UP,22.8,32.35,FAILURE PREDICTED,58.91
2026-09-13 22:04:33,UP,15.56,95.96,FAILURE PREDICTED,91.77
2026-09-13 22:04:35,UP,19.38,35.22,Normal,3.0
2026-09-13 22:04:35,UP,21.58,31.88,FAILURE PREDICTED,66.79
2026-09-13 22:04:36,UP,14.02,96.53,FAILURE PREDICTED,85.89
2026-09-13 22:04:37,UP,17.42,34.29,Normal,2.17
2026-09-13 22:04:37,UP,20.46,31.88,FAILURE PREDICTED,54.31
2026-09-13 22:04:37,UP,14.63,97.13,FAILURE PREDICTED,90.57
2026-09-13 22:04:39,UP,19.4,34.92,Normal,1.72
2026-09-13 22:04:39,UP,20.77,31.03,Normal,6.37
2026-09-13 22:04:39,UP,16.02,97.62,FAILURE PREDICTED,89.53
2026-09-13 22:04:41,UP,20.43,34.02,Normal,17.09
2026-09-13 22:04:41,UP,22.08,31.47,FAILURE PREDICTED,58.91
2026-09-13 22:04:42,UP,17.21,97.19,FAILURE PREDICTED,90.57
2026-09-13 22:07:29,UP,0.0,70.2,Normal,5.1
2026-09-13 22:07:30,UP,0.0,70.2,Normal,5.1
2026-09-13 22:07:32,UP,0.0,70.3,Normal,5.1
2026-09-13 22:07:34,UP,0.0,70.3,Normal,5.1
2026-09-13 22:07:36,UP,0.0,70.2,Normal,5.1
2026-09-13 22:07:38,UP,0.0,70.1,Normal,5.1
2026-09-13 22:07:40,UP,0.0,70.1,Normal,5.1
2026-09-13 22:07:42,UP,0.0,70.2,Normal,5.1
2026-09-13 22:07:44,UP,0.0,70.2,Normal,5.1
2026-09-13 22:07:46,UP,0.0,70.1,Normal,5.1
2026-09-13 22:15:39,UP,20.32,34.12,Normal,15.43
2026-09-13 22:15:39,UP,18.46,35.08,Normal,7.38
2026-09-13 22:15:40,UP,19.63,35.06,Normal,3.0
2026-09-13 22:15:46,UP,18.46,34.64,Normal,2.17
2026-09-13 22:15:46,UP,20.11,35.52,Normal,8.5
2026-09-13 22:15:47,UP,19.88,35.76,Normal,37.68
2026-09-13 22:15:48,UP,16.82,35.1,Normal,2.17
2026-09-13 22:15:48,UP,18.19,34.89,Normal,3.84
2026-09-13 22:15:48,UP,18.68,35.45,Normal,7.38
2026-09-13 22:15:51,UP,0.0,68.4,Normal,5.1
2026-09-13 22:15:51,UP,0.0,68.4,Normal,5.1
2026-09-13 22:15:53,UP,0.0,68.3,Normal,5.1
2026-09-13 22:15:55,UP,0.0,68.4,Normal,5.1
2026-09-13 22:15:57,UP,0.0,68.5,Normal,5.1
2026-09-13 22:15:59,UP,0.0,68.6,Normal,5.1
2026-09-13 22:16:01,UP,0.0,68.8,Normal,5.1
2026-09-13 22:16:03,UP,0.0,68.7,Normal,5.1
2026-09-13 22:16:05,UP,0.0,68.7,Normal,5.1
2026-09-13 22:16:07,UP,0.0,68.7,Normal,5.1
2026-09-13 22:16:09,UP,0.0,68.9,Normal,5.1
2026-09-13 22:16:11,UP,0.0,68.8,Normal,5.1
2026-09-13 22:16:13,UP,0.0,68.8,Normal,5.1
2026-09-13 22:16:15,UP,0.0,68.9,Normal,5.1
2026-09-13 23:02:05,UP,20.85,34.23,Normal,17.83
2026-09-13 23:02:06,UP,21.26,34.86,Normal,2.9
2026-09-13 23:02:06,UP,18.01,35.55,Normal,2.17
2026-09-13 23:02:10,UP,19.06,34.51,Normal,18.41
2026-09-13 23:02:10,UP,23.17,35.3,Normal,14.83
2026-09-13 23:02:10,UP,17.76,36.44,Normal,30.23
2026-09-13 23:02:12,UP,19.01,34.15,Normal,30.69
2026-09-13 23:02:12,UP,24.28,35.48,Normal,2.9
2026-09-13 23:02:12,UP,18.12,36.64,Normal,26.32
2026-09-13 23:02:14,UP,18.22,35.06,Normal,25.98
2026-09-13 23:02:14,UP,24.24,34.66,Normal,2.14
2026-09-13 23:02:14,UP,19.64,37.24,Normal,30.68
2026-09-13 23:02:16,UP,17.8,35.43,Normal,25.98
2026-09-13 23:02:16,UP,23.41,35.0,Normal,2.14
2026-09-13 23:02:16,UP,18.86,36.32,Normal,38.08
2026-09-13 23:02:18,UP,17.42,36.04,FAILURE PREDICTED,98.18
2026-09-13 23:02:19,UP,24.72,34.91,Normal,2.14
2026-09-13 23:02:20,UP,17.89,36.58,FAILURE PREDICTED,99.85
2026-09-13 23:02:20,UP,25.69,34.23,Normal,2.33
2026-09-13 23:02:20,UP,17.07,36.2,Normal,25.42
2026-09-13 23:02:22,UP,16.72,36.49,FAILURE PREDICTED,99.78
2026-09-13 23:02:23,UP,27.07,34.29,Normal,2.14
2026-09-13 23:02:23,UP,17.7,36.4,Normal,21.94
2026-09-13 23:02:24,UP,14.77,35.52,FAILURE PREDICTED,75.49
2026-09-13 23:02:24,UP,26.1,35.28,Normal,1.96
2026-09-13 23:02:25,UP,18.58,37.37,Normal,33.64
2026-09-13 23:02:26,UP,15.9,35.4,FAILURE PREDICTED,72.39
2026-09-13 23:02:26,UP,24.88,34.98,Normal,2.14
2026-09-13 23:02:26,UP,18.61,37.72,Normal,26.32
2026-09-13 23:02:28,UP,16.86,35.62,FAILURE PREDICTED,64.31
2026-09-13 23:02:28,UP,23.07,35.09,Normal,2.14
2026-09-13 23:02:28,UP,17.21,38.28,Normal,26.32
2026-09-13 23:02:30,UP,15.33,35.24,FAILURE PREDICTED,63.27
2026-09-13 23:02:30,UP,24.93,34.73,Normal,2.14
2026-09-13 23:02:31,UP,19.18,38.41,Normal,30.68
2026-09-13 23:02:32,UP,15.01,35.81,FAILURE PREDICTED,99.44
2026-09-13 23:02:32,UP,23.73,34.95,Normal,2.14
2026-09-13 23:02:33,UP,21.09,37.99,Normal,36.91
2026-09-13 23:02:34,UP,15.41,36.05,FAILURE PREDICTED,99.44
2026-09-13 23:02:34,UP,22.98,35.9,Normal,25.21
2026-09-13 23:02:35,UP,23.01,38.63,Normal,28.16
2026-09-13 23:02:36,UP,14.09,36.5,FAILURE PREDICTED,98.97
2026-09-13 23:02:36,UP,21.85,36.02,Normal,29.99
2026-09-13 23:02:36,UP,23.0,38.44,Normal,28.16
2026-09-13 23:02:38,UP,12.18,36.55,FAILURE PREDICTED,98.67
2026-09-13 23:02:38,UP,23.69,36.12,Normal,29.99
2026-09-13 23:02:39,UP,21.47,38.89,Normal,28.16
2026-09-13 23:02:40,UP,10.62,36.63,FAILURE PREDICTED,98.27
2026-09-13 23:02:40,UP,23.02,36.21,Normal,29.99
2026-09-13 23:02:40,UP,22.23,38.59,Normal,29.99
2026-09-13 23:02:42,UP,11.42,36.04,FAILURE PREDICTED,99.18
2026-09-13 23:02:42,UP,23.9,35.23,Normal,2.14
2026-09-13 23:02:42,UP,20.85,38.67,Normal,28.16
2026-09-13 23:02:44,UP,10.2,36.96,FAILURE PREDICTED,98.79
2026-09-13 23:02:44,UP,24.64,34.41,Normal,2.14
2026-09-13 23:02:45,UP,19.0,38.42,Normal,30.23
2026-09-13 23:02:46,UP,10.89,37.38,FAILURE PREDICTED,98.62
2026-09-13 23:02:46,UP,25.77,33.48,Normal,5.25
2026-09-13 23:02:47,UP,19.23,37.52,Normal,28.83
2026-09-13 23:02:48,UP,11.38,37.87,FAILURE PREDICTED,98.27
2026-09-13 23:02:48,UP,25.12,32.59,Normal,2.98
2026-09-13 23:02:49,UP,19.46,36.86,Normal,7.82
2026-09-13 23:02:50,UP,9.63,38.64,FAILURE PREDICTED,96.7
2026-09-13 23:02:50,UP,26.16,32.8,Normal,2.98
2026-09-13 23:02:50,UP,18.55,37.69,Normal,43.87
2026-09-13 23:02:52,UP,9.13,37.94,FAILURE PREDICTED,92.53
2026-09-13 23:02:52,UP,27.72,33.0,Normal,5.25
2026-09-13 23:02:53,UP,17.3,37.1,Normal,26.32
2026-09-13 23:02:54,UP,9.12,38.73,FAILURE PREDICTED,92.53
2026-09-13 23:02:54,UP,28.44,32.02,Normal,3.6
2026-09-13 23:02:55,UP,18.0,37.5,Normal,26.32
2026-09-13 23:02:56,UP,8.08,39.15,Normal,9.5
2026-09-13 23:02:56,UP,27.56,32.66,Normal,2.98
2026-09-13 23:02:56,UP,18.75,38.35,Normal,6.26
2026-09-13 23:02:58,UP,6.21,39.31,Normal,9.5
2026-09-13 23:02:58,UP,26.56,33.59,Normal,4.12
2026-09-13 23:02:58,UP,17.82,38.61,Normal,6.26
2026-09-13 23:03:00,UP,5.99,39.98,Normal,9.5
2026-09-13 23:03:00,UP,28.4,33.81,Normal,4.77
2026-09-13 23:03:00,UP,18.44,39.37,Normal,6.26
2026-09-13 23:03:02,UP,6.53,39.31,Normal,9.5
2026-09-13 23:03:02,UP,28.69,33.96,Normal,2.7
2026-09-13 23:03:02,UP,19.17,39.27,Normal,4.83
2026-09-13 23:03:04,UP,5.35,38.44,Normal,9.5
2026-09-13 23:03:04,UP,28.77,33.76,Normal,2.7
2026-09-13 23:03:04,UP,20.44,40.24,Normal,7.82
2026-09-13 23:03:06,UP,4.31,38.41,Normal,11.31
2026-09-13 23:03:06,UP,27.66,33.82,Normal,2.33
2026-09-13 23:03:06,UP,21.66,40.05,Normal,7.59
2026-09-13 23:03:08,UP,3.39,38.88,Normal,13.04
2026-09-13 23:03:08,UP,27.38,34.29,Normal,2.14
2026-09-13 23:03:08,UP,20.76,39.87,Normal,34.87
2026-09-13 23:03:10,UP,4.02,39.85,Normal,13.04
2026-09-13 23:03:10,UP,28.27,33.53,Normal,3.46
2026-09-13 23:03:10,UP,21.17,40.43,Normal,28.16
2026-09-13 23:03:12,UP,5.74,40.69,Normal,12.06
2026-09-13 23:03:12,UP,28.26,34.45,Normal,2.49
2026-09-13 23:03:12,UP,23.1,40.17,Normal,34.87
2026-09-13 23:03:14,UP,5.23,41.01,Normal,12.06
2026-09-13 23:03:14,UP,27.62,35.18,Normal,2.14
2026-09-13 23:03:14,UP,23.2,40.19,Normal,34.87
2026-09-13 23:03:16,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:17,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:19,UP,0.0,66.5,Normal,5.21
2026-09-13 23:03:21,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:23,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:25,UP,0.0,66.3,Normal,5.21
2026-09-13 23:03:27,UP,0.0,66.3,Normal,5.21
2026-09-13 23:03:29,UP,0.0,66.3,Normal,5.21
2026-09-13 23:03:31,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:33,UP,0.0,66.3,Normal,5.21
2026-09-13 23:03:35,UP,0.0,66.3,Normal,5.21
2026-09-13 23:03:37,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:39,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:41,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:43,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:45,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:47,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:49,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:51,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:53,UP,0.0,66.4,Normal,5.21
2026-09-13 23:03:55,UP,0.0,66.5,Normal,5.21
2026-09-13 23:03:57,UP,0.0,66.5,Normal,5.21
2026-09-13 23:03:58,UP,0.0,66.5,Normal,5.21
2026-09-13 23:04:01,UP,0.0,66.5,Normal,5.21
2026-09-13 23:04:03,UP,0.0,66.6,Normal,5.21
2026-09-13 23:04:05,UP,0.0,66.6,Normal,5.21
2026-09-13 23:04:07,UP,0.0,66.6,Normal,5.21
2026-09-13 23:04:09,UP,0.0,66.7,Normal,5.21
2026-09-13 23:04:11,UP,0.0,66.6,Normal,5.21
2026-09-13 23:04:13,UP,0.0,66.6,Normal,5.21
2026-09-14 08:44:43,UP,20.56,35.04,Normal,8.25
2026-09-14 08:44:43,UP,20.05,35.03,Normal,25.98
2026-09-14 08:44:44,UP,18.1,34.54,Normal,7.38
2026-09-14 08:44:49,UP,19.98,34.39,Normal,3.0
2026-09-14 08:44:49,UP,19.71,35.18,Normal,8.5
2026-09-14 08:44:49,UP,16.41,33.74,Normal,7.98
2026-09-14 08:44:51,UP,20.91,34.31,Normal,2.9
2026-09-14 08:44:51,UP,20.89,35.57,Normal,8.25
2026-09-14 08:44:51,UP,16.22,33.87,Normal,30.69
2026-09-14 08:44:52,UP,0.0,57.8,Normal,6.04
2026-09-14 08:44:53,UP,0.0,58.0,Normal,6.04
2026-09-14 08:44:55,UP,0.0,58.0,Normal,6.04
2026-09-14 08:44:57,UP,0.0,58.0,Normal,6.04
2026-09-14 08:44:59,UP,0.0,58.0,Normal,6.04
2026-09-14 08:45:01,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:03,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:05,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:07,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:09,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:11,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:13,UP,0.0,57.9,Normal,6.04
2026-09-14 08:45:15,UP,0.0,58.0,Normal,6.04
2026-09-14 08:45:17,UP,0.0,57.9,Normal,6.04
2026-09-14 10:21:31,UP,21.19,35.05,Normal,2.9
2026-09-14 10:21:32,UP,19.44,34.34,Normal,8.5
2026-09-14 10:21:32,UP,19.74,34.5,Normal,3.0
2026-09-14 10:21:34,UP,22.98,34.13,Normal,11.2
2026-09-14 10:21:35,UP,20.04,34.04,Normal,19.71
2026-09-14 10:21:35,UP,20.74,34.52,Normal,2.9
2026-09-14 10:21:37,UP,23.51,33.45,Normal,4.03
2026-09-14 10:21:37,UP,18.36,34.7,Normal,12.57
2026-09-14 10:21:38,UP,19.7,34.1,Normal,9.18
2026-09-14 10:21:39,UP,22.34,33.94,Normal,3.15
2026-09-14 10:21:39,UP,18.17,35.5,Normal,7.38
2026-09-14 10:21:40,UP,21.25,34.18,Normal,17.83
2026-09-14 10:21:41,UP,24.26,33.48,Normal,4.03
2026-09-14 10:21:41,UP,17.99,34.55,Normal,3.84
2026-09-14 10:21:42,UP,22.61,34.8,Normal,10.39
2026-09-14 10:21:43,UP,24.4,32.49,Normal,4.03
2026-09-14 10:21:44,UP,18.46,33.64,Normal,2.35
2026-09-14 10:21:44,UP,20.73,35.55,Normal,23.68
2026-09-14 10:21:45,UP,0.0,60.5,Normal,6.04
2026-09-14 10:21:45,UP,0.0,60.5,Normal,6.04
2026-09-14 10:21:47,UP,0.0,60.2,Normal,6.04
2026-09-14 10:21:49,UP,0.0,60.2,Normal,6.04
2026-09-14 10:21:51,UP,0.0,60.2,Normal,6.04
2026-09-14 10:21:53,UP,0.0,60.2,Normal,6.04
2026-09-14 10:21:55,UP,0.0,60.3,Normal,6.04
2026-09-14 10:21:57,UP,0.0,60.2,Normal,6.04
2026-09-14 10:21:59,UP,0.0,60.3,Normal,6.04
2026-09-14 10:22:01,UP,0.0,60.0,Normal,6.04
2026-09-14 10:22:03,UP,0.0,60.0,Normal,6.04
2026-09-14 10:22:05,UP,0.0,59.8,Normal,6.04
2026-09-14 10:22:07,UP,0.0,59.8,Normal,6.04
2026-09-14 10:22:09,UP,0.0,59.7,Normal,6.04
2026-09-14 10:22:11,UP,0.0,59.5,Normal,6.04
2026-09-14 10:22:13,UP,0.0,59.6,Normal,6.04
2026-09-14 10:22:15,UP,0.0,59.8,Normal,6.04
2026-09-14 10:22:17,UP,0.0,59.8,Normal,6.04
2026-09-14 10:25:14,UP,0.0,61.0,Normal,6.04
2026-09-14 10:25:15,UP,9.3,61.1,Normal,2.07
2026-09-14 10:26:17,UP,100.0,64.1,Normal,0.48
2026-09-14 10:26:18,UP,0.0,64.2,Normal,5.21
2026-09-14 10:26:20,UP,0.0,64.2,Normal,5.21
2026-09-14 10:26:22,UP,0.0,64.2,Normal,5.21
2026-09-14 10:26:24,UP,0.0,64.2,Normal,5.21
2026-09-14 10:26:26,UP,0.0,64.2,Normal,5.21
2026-09-14 10:26:28,UP,0.0,64.3,Normal,5.21
2026-09-14 10:26:30,UP,0.0,64.0,Normal,5.21
2026-09-14 10:26:32,UP,0.0,64.0,Normal,39.68
2026-09-14 10:26:34,UP,21.9,63.9,Normal,3.96
2026-09-14 10:26:36,UP,0.0,63.9,Normal,5.21
2026-09-14 10:26:38,UP,0.0,63.9,Normal,13.94
2026-09-14 10:26:40,UP,0.0,63.9,Normal,5.21
2026-09-14 10:26:42,UP,0.0,63.9,Normal,5.21
2026-09-14 10:26:44,UP,0.0,64.0,Normal,5.21
2026-09-14 10:26:50,UP,0.0,63.3,Normal,5.21
2026-09-14 10:26:52,UP,0.0,63.2,Normal,5.21
2026-09-14 10:26:54,UP,0.0,63.4,Normal,5.21
2026-09-14 10:26:56,UP,100.0,63.4,Normal,0.48
2026-09-14 10:26:58,UP,0.0,63.4,Normal,5.21
2026-09-14 10:27:00,UP,0.0,63.6,Normal,5.21
2026-09-14 10:27:02,UP,0.0,63.5,Normal,5.21
2026-09-14 10:27:04,UP,0.0,63.5,Normal,5.21
2026-09-14 10:27:06,UP,0.0,63.5,Normal,5.21
2026-09-14 10:27:08,UP,12.0,63.2,Normal,1.89
2026-09-14 10:44:47,UP,21.99,35.87,FAILURE PREDICTED,94.04
2026-09-14 10:44:51,UP,19.75,34.51,Normal,3.0
2026-09-14 10:44:52,UP,20.62,34.74,Normal,2.9
2026-09-14 10:44:53,UP,20.94,35.01,Normal,23.68
2026-09-14 10:44:53,UP,21.16,33.6,Normal,3.15
2026-09-14 10:44:53,UP,18.89,34.25,Normal,4.16
2026-09-14 10:44:56,UP,64.83,34.65,Normal,25.29
2026-09-14 10:44:56,UP,22.53,33.84,Normal,3.15
2026-09-14 10:44:57,UP,17.18,35.24,Normal,2.17
2026-09-14 10:44:58,UP,100,33.85,Normal,1.9
2026-09-14 10:44:58,UP,21.5,33.7,Normal,3.15
2026-09-14 10:44:59,UP,17.91,35.42,Normal,2.17
2026-09-14 10:45:00,UP,100,34.04,Normal,3.2
2026-09-14 10:45:00,UP,21.71,33.68,Normal,3.15
2026-09-14 10:45:01,UP,19.9,35.79,Normal,37.68
2026-09-14 10:45:02,UP,100,33.89,Normal,1.9
2026-09-14 10:45:02,UP,23.17,34.42,Normal,2.9
2026-09-14 10:45:03,UP,21.43,36.71,Normal,36.91
2026-09-14 10:45:04,UP,100,33.11,Normal,0.33
2026-09-14 10:45:04,UP,22.5,33.54,Normal,3.15
2026-09-14 10:45:05,UP,20.3,36.87,Normal,32.23
2026-09-14 10:45:06,UP,0.0,61.8,Normal,5.21
2026-09-14 10:45:07,UP,0.0,61.8,Normal,5.21
2026-09-14 10:45:09,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:11,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:12,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:15,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:17,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:19,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:21,UP,0.0,62.0,Normal,5.21
2026-09-14 10:45:23,UP,0.0,61.8,Normal,9.22
2026-09-14 10:45:25,UP,0.0,61.9,Normal,5.21
2026-09-14 10:45:27,UP,0.0,61.8,Normal,46.41
2026-09-14 10:45:29,UP,0.0,61.7,Normal,5.21
2026-09-14 10:45:31,UP,0.0,61.6,Normal,5.21
2026-09-14 10:45:33,UP,0.0,61.6,Normal,5.21
2026-09-14 10:45:35,UP,0.0,61.7,Normal,5.21
2026-09-14 10:45:37,UP,0.0,61.7,Normal,5.21
2026-09-14 10:45:39,UP,0.0,61.6,Normal,5.21
2026-09-14 10:45:41,UP,0.0,61.7,Normal,5.21
2026-09-14 12:23:11,UP,19.46,34.26,Normal,19.71
2026-09-14 12:23:12,UP,20.04,35.48,Normal,8.5
2026-09-14 12:23:13,UP,18.6,35.38,Normal,2.17
2026-09-14 12:23:16,UP,19.53,34.45,Normal,18.41
2026-09-14 12:23:16,UP,20.45,36.23,FAILURE PREDICTED,98.98
2026-09-14 12:23:19,UP,19.7,34.48,Normal,18.41
2026-09-14 12:23:19,UP,20.1,36.08,FAILURE PREDICTED,97.97
2026-09-14 12:23:21,UP,20.45,34.38,Normal,30.03
2026-09-14 12:23:22,UP,20.02,36.5,FAILURE PREDICTED,87.81
2026-09-14 12:23:24,UP,18.86,33.63,Normal,7.98
2026-09-14 12:23:24,UP,18.66,36.22,FAILURE PREDICTED,94.5
2026-09-14 12:23:26,UP,20.63,33.23,Normal,20.73
2026-09-14 12:23:27,UP,20.16,35.72,FAILURE PREDICTED,79.07
2026-09-14 12:23:27,UP,19.85,32.33,Normal,10.75
2026-09-14 12:23:28,UP,18.67,35.57,Normal,3.15
2026-09-14 12:23:28,UP,19.93,35.94,Normal,37.68
2026-09-14 12:23:32,UP,17.99,32.63,Normal,9.01
2026-09-14 12:23:32,UP,17.33,32.82,Normal,9.01
2026-09-14 12:23:32,UP,20.07,35.55,Normal,1.9
2026-09-14 12:23:33,UP,19.32,35.11,Normal,2.21
2026-09-14 12:23:33,UP,16.08,32.39,Normal,9.36
2026-09-14 12:23:33,UP,18.4,36.47,Normal,1.92
2026-09-14 12:23:34,UP,19.59,34.81,Normal,2.21
2026-09-14 12:23:35,UP,16.25,32.24,Normal,9.36
2026-09-14 12:23:35,UP,18.86,36.08,Normal,1.92
2026-09-14 12:23:36,UP,19.02,34.68,Normal,1.79
2026-09-14 12:23:37,UP,17.82,31.53,Normal,22.63
2026-09-14 12:23:38,UP,16.91,36.82,Normal,4.95
2026-09-14 12:23:38,UP,19.33,33.76,Normal,2.2
2026-09-14 12:23:39,UP,17.76,30.86,Normal,15.71
2026-09-14 12:23:39,UP,15.44,36.92,Normal,4.95
2026-09-14 12:23:40,UP,18.84,33.86,Normal,1.95
2026-09-14 12:23:41,UP,17.71,30.45,Normal,22.63
2026-09-14 12:23:41,UP,17.12,37.44,Normal,4.95
2026-09-14 12:23:42,UP,18.31,34.53,Normal,1.79
2026-09-14 12:23:43,UP,0.0,59.3,Normal,6.04
2026-09-14 12:23:43,UP,0.0,59.4,Normal,6.04
2026-09-14 12:23:45,UP,0.0,59.4,Normal,6.04
2026-09-14 12:23:47,UP,0.0,59.5,Normal,6.04
2026-09-14 12:23:48,UP,18.87,30.18,Normal,8.96
2026-09-14 12:23:48,UP,15.9,38.21,Normal,4.95
2026-09-14 12:23:48,UP,20.27,33.93,Normal,2.05
2026-09-14 12:23:49,UP,20.86,30.22,Normal,19.75
