timestamp,device,router_latency_ms,router_packet_loss,dns_latency_ms,dns_packet_loss,rssi_dbm,tx_rate_mbps,jitter_ms,nic_errors_per_sec,traffic_kbps,router_latency_rolling5,dns_latency_rolling5,rssi_rolling5,router_trend,dns_trend,rssi_trend,is_failure,failure_type,minutes_to_failure
1789892816.8116567,Router,9999.0,37.5,40.27,0.0,-54.8,251.1,344.24,0.58,38.53,4939.31,40.6,-55.0,8917.95,-1.19,0.0,1,router_latency_spike,0.0
1789892816.8144329,Router,1952.24,37.5,39.17,0.0,-55.1,251.8,295.06,0.57,41.32,3329.95,40.23,-55.02,-8046.76,-1.86,-0.1,1,,0.0
1789892816.8172574,Router,1952.16,25.0,38.95,0.0,-54.9,250.0,215.26,0.49,46.93,3435.89,39.81,-54.94,529.7,-2.11,0.4,1,none,0.67
1789892816.819838,Router,1952.01,25.0,38.5,0.0,-54.8,250.1,167.5,0.34,43.67,3519.61,39.43,-54.88,418.58,-1.91,0.3,1,none,0.5
1789892816.82245,Router,1952.09,12.5,39.97,0.0,-54.5,247.3,83.8,0.45,42.81,3561.5,39.37,-54.82,209.45,-0.27,0.3,1,none,0.33
1789892816.8250585,Router,1952.35,12.5,38.69,0.0,-54.9,244.8,0.12,0.51,48.32,1952.17,39.06,-54.84,-8046.65,-1.58,-0.1,1,none,0.2
1789892816.8276603,Router,1952.74,12.5,39.25,0.0,-54.6,244.1,0.26,0.4,54.27,1952.27,39.07,-54.74,0.5,0.08,0.5,1,none,0.2
1789892816.8304732,Router,1952.46,12.5,38.24,0.0,-54.6,246.0,0.26,0.57,52.62,1952.33,38.93,-54.68,0.3,-0.71,0.3,0,none,10.0
1789892816.8330398,Router,1953.05,0.0,36.85,0.0,-54.7,246.2,0.33,0.66,49.91,1952.54,38.6,-54.66,1.04,-1.65,0.1,0,none,10.0
1789892816.8355443,Router,1952.35,0.0,36.51,0.0,-54.9,245.8,0.27,0.5,44.87,1952.59,37.91,-54.74,0.26,-3.46,-0.4,0,none,10.0
1789892816.8380334,Router,1952.19,0.0,37.41,0.0,-55.0,241.9,0.31,0.61,47.03,1952.56,37.65,-54.76,-0.16,-1.28,-0.1,0,none,10.0
1789892816.8408492,Router,1951.71,0.0,35.93,0.0,-55.1,242.3,0.43,0.44,41.43,1952.35,36.99,-54.86,-1.03,-3.32,-0.5,0,none,10.0
1789892816.843384,Router,1952.17,0.0,36.88,0.0,-55.5,242.1,0.44,0.59,43.2,1952.29,36.72,-55.04,-0.29,-1.36,-0.9,0,none,10.0
1789892816.8459475,Router,1952.81,0.0,37.12,0.0,-55.4,245.4,0.36,0.41,43.76,1952.25,36.77,-55.18,-0.24,0.27,-0.7,0,none,10.0
1789892816.8488028,Router,1953.0,0.0,37.38,0.0,-55.1,244.3,0.47,0.28,47.26,1952.38,36.94,-55.22,0.65,0.87,-0.2,0,none,10.0
1789892816.8514369,Router,1952.22,0.0,38.47,0.0,-55.0,248.0,0.47,0.49,47.84,1952.38,37.16,-55.22,0.03,1.06,0.0,0,none,10.0
1789892816.8542323,Router,1951.87,0.0,38.66,0.0,-54.6,246.7,0.42,0.38,41.87,1952.41,37.7,-55.12,0.16,2.73,0.5,0,none,10.0
1789892816.8568304,Router,1951.95,0.0,38.06,0.0,-54.3,246.2,0.45,0.43,42.77,1952.37,37.94,-54.88,-0.22,1.18,1.2,0,none,10.0
1789892816.8594365,Router,1951.74,0.0,37.59,0.0,-54.6,247.9,0.45,0.4,48.37,1952.16,38.03,-54.72,-1.07,0.47,0.8,0,none,10.0
1789892816.8618662,Router,1951.06,0.0,37.6,0.0,-54.4,245.3,0.39,0.48,47.11,1951.77,38.08,-54.58,-1.94,0.22,0.7,0,none,10.0
1789892816.864672,Router,1951.74,0.0,38.2,0.0,-54.0,241.8,0.32,0.59,48.82,1951.67,38.02,-54.38,-0.48,-0.27,1.0,0,none,10.0
1789892816.8672633,Router,1950.95,0.0,39.54,0.0,-53.8,245.0,0.41,0.48,43.21,1951.49,38.2,-54.22,-0.92,0.88,0.8,0,none,10.0
1789892816.8698635,Router,1950.69,0.0,39.83,0.0,-53.8,246.7,0.43,0.62,39.42,1951.24,38.55,-54.12,-1.26,1.77,0.5,0,none,10.0
1789892816.87247,Router,1951.41,0.0,38.7,0.0,-53.8,244.7,0.37,0.66,33.91,1951.17,38.77,-53.96,-0.33,1.11,0.8,0,none,10.0
1789892816.875173,Router,1951.26,0.0,38.51,0.0,-54.0,242.7,0.36,0.54,34.03,1951.21,38.96,-53.88,0.2,0.91,0.4,0,none,10.0
1789892816.8779817,Router,1951.14,0.0,39.3,0.0,-54.3,243.3,0.25,0.34,39.23,1951.09,39.18,-53.94,-0.6,1.1,-0.3,0,none,10.0
1789892816.8808384,Router,1951.03,0.0,40.0,0.0,-54.0,240.0,0.24,0.41,35.46,1951.11,39.27,-53.98,0.08,0.46,-0.2,0,none,10.0
1789892816.8837044,Router,1950.64,0.0,40.79,0.0,-54.3,242.7,0.26,0.47,36.76,1951.1,39.46,-54.08,-0.05,0.96,-0.5,0,none,10.0
1789892816.8862584,Router,1949.89,0.0,41.77,0.0,-54.4,239.6,0.49,0.35,35.24,1950.79,40.07,-54.2,-1.52,3.07,-0.6,0,none,10.0
1789892816.8888557,Router,1950.28,0.0,42.88,0.0,-54.5,237.0,0.46,0.4,41.16,1950.6,40.95,-54.3,-0.98,4.37,-0.5,0,none,10.0
1789892816.8914516,Router,1950.37,0.0,43.92,0.0,-54.7,235.3,0.38,0.63,43.67,1950.44,41.87,-54.38,-0.77,4.62,-0.4,0,none,10.0
1789892816.8942218,Router,1950.85,0.0,44.09,0.0,-54.8,238.8,0.33,0.56,44.08,1950.41,42.69,-54.54,-0.18,4.09,-0.8,0,none,10.0
1789892816.8967724,Router,1950.97,0.0,44.16,0.0,-54.7,240.6,0.39,0.58,40.91,1950.47,43.36,-54.62,0.33,3.37,-0.4,0,none,10.0
1789892816.8993304,Router,1951.71,0.0,45.45,0.0,-54.4,242.5,0.51,0.41,38.6,1950.84,44.1,-54.62,1.82,3.68,0.0,0,none,10.0
1789892816.9019008,Router,1952.0,0.0,46.64,0.0,-54.3,238.6,0.59,0.48,36.58,1951.18,44.85,-54.58,1.72,3.76,0.2,0,none,10.0
1789892816.904161,Router,1951.51,0.0,45.15,0.0,-54.5,238.4,0.43,0.4,33.84,1951.41,45.1,-54.54,1.14,1.23,0.2,0,none,10.0
1789892816.906615,Router,1950.85,0.0,44.09,0.0,-54.3,235.5,0.44,0.35,28.35,1951.41,45.1,-54.44,0.0,0.0,0.5,0,none,10.0
1789892816.9091127,Router,1950.28,0.0,43.69,0.0,-54.1,231.9,0.62,0.31,26.5,1951.27,45.0,-54.32,-0.69,-0.47,0.6,0,none,10.0
1789892816.9117098,Router,1951.03,0.0,43.27,0.0,-53.9,232.9,0.58,0.54,31.83,1951.13,44.57,-54.22,-0.68,-2.18,0.5,0,none,10.0
1789892816.9142914,Router,1975.41,0.0,43.95,0.0,-72.5,175.4,9.8,0.42,35.66,1955.82,44.03,-57.86,23.41,-2.69,-18.2,1,wifi_ap_degrade,0.0
1789892816.9169333,Router,2021.67,0.0,45.12,0.0,-95.6,51.1,27.62,0.46,37.53,1969.85,44.02,-66.08,70.16,-0.03,-41.1,1,wifi_ap_degrade,0.0
1789892816.9191911,Router,2047.0,0.0,44.62,0.0,-100.0,2.7,38.88,0.62,37.95,1989.08,44.13,-75.22,96.15,0.53,-45.7,1,wifi_ap_degrade,0.0
1789892816.9214582,Router,2082.84,0.0,44.34,0.0,-100.0,1.0,47.6,0.6,41.91,2015.59,44.26,-84.4,132.56,0.65,-45.9,1,wifi_ap_degrade,0.0
1789892816.9240546,Router,2107.57,0.0,44.83,0.0,-100.0,1.0,46.3,0.51,41.05,2046.9,44.57,-93.62,156.54,1.56,-46.1,1,wifi_ap_degrade,0.0
1789892816.9265206,Router,2156.86,0.0,46.33,0.0,-100.0,1.0,47.15,0.35,38.03,2083.19,45.05,-99.12,181.45,2.38,-27.5,1,wifi_ap_degrade,0.0
1789892816.9292364,Router,2202.5,0.0,46.0,0.0,-100.0,1.0,54.82,0.34,40.81,2119.35,45.22,-100.0,180.83,0.88,-4.4,1,wifi_ap_degrade,0.0
1789892816.9318368,Router,2242.26,0.0,45.44,0.0,-100.0,1.0,58.77,0.41,43.02,2158.41,45.39,-100.0,195.26,0.82,0.0,1,wifi_ap_degrade,0.0
1789892816.9344764,Router,2259.4,0.0,45.69,0.0,-100.0,1.0,55.73,0.49,37.57,2193.72,45.66,-100.0,176.56,1.35,0.0,1,wifi_ap_degrade,0.0
1789892816.9370835,Router,2285.27,0.0,45.0,0.0,-100.0,1.0,45.1,0.56,32.96,2229.26,45.69,-100.0,177.7,0.17,0.0,1,wifi_ap_degrade,0.0
1789892816.9400592,Router,2330.98,0.0,44.87,0.0,-100.0,1.0,42.93,0.58,36.97,2264.08,45.4,-100.0,174.12,-1.46,0.0,1,wifi_ap_degrade,0.0
1789892816.9431274,Router,2358.58,0.0,45.39,0.0,-100.0,1.0,43.55,0.36,40.1,2295.3,45.28,-100.0,156.08,-0.61,0.0,1,wifi_ap_degrade,0.0
1789892816.9461713,Router,2399.23,0.0,45.05,0.0,-100.0,1.0,50.08,0.44,45.46,2326.69,45.2,-100.0,156.97,-0.39,0.0,1,wifi_ap_degrade,0.0
1789892816.9485724,Router,2436.73,0.0,44.37,0.0,-100.0,1.0,52.6,0.64,42.03,2362.16,44.94,-100.0,177.33,-1.32,0.0,1,wifi_ap_degrade,0.0
1789892816.9512637,Router,2466.22,0.0,43.81,0.0,-100.0,1.0,49.4,0.7,40.66,2398.35,44.7,-100.0,180.95,-1.19,0.0,1,,0.0
1789892816.9537618,Router,2465.72,0.0,42.56,0.0,-100.0,3.0,41.4,0.72,35.56,2425.3,44.24,-100.0,134.74,-2.31,0.0,1,none,0.67
1789892816.9561422,Router,2466.16,0.0,42.25,0.0,-100.0,1.9,26.36,0.68,34.84,2446.81,43.61,-100.0,107.58,-3.14,0.0,1,none,0.5
1789892816.9584787,Router,2466.23,0.0,42.12,0.0,-99.7,3.9,11.74,0.76,32.67,2460.21,43.02,-99.94,67.0,-2.93,0.3,1,none,0.33
1789892816.961228,Router,2465.69,0.0,41.2,0.0,-99.5,5.4,0.25,0.59,34.9,2466.0,42.39,-99.84,28.96,-3.17,0.5,1,none,0.2
1789892816.9639766,Router,2466.09,0.0,40.08,0.0,-99.8,1.5,0.23,0.61,40.55,2465.98,41.64,-99.8,-0.13,-3.73,0.2,1,none,0.2
1789892816.9665663,Router,2466.04,0.0,40.32,0.0,-99.9,1.0,0.19,0.65,45.25,2466.04,41.19,-99.78,0.32,-2.24,0.1,0,none,10.0
1789892816.9691346,Router,2465.27,0.0,39.7,0.0,-100.0,4.7,0.35,0.67,45.3,2465.86,40.68,-99.78,-0.89,-2.55,0.0,0,none,10.0
1789892816.9717126,Router,2465.21,0.0,39.43,0.0,-100.0,7.2,0.37,0.48,46.21,2465.66,40.15,-99.84,-1.02,-2.69,-0.3,0,none,10.0
1789892816.974381,Router,2464.95,0.0,39.61,0.0,-99.7,3.5,0.47,0.57,47.72,2465.51,39.83,-99.88,-0.74,-1.59,-0.2,0,none,10.0
1789892816.9770641,Router,2464.19,0.0,38.72,0.0,-99.5,1.0,0.6,0.56,43.37,2465.13,39.56,-99.82,-1.9,-1.36,0.3,0,none,10.0
1789892816.9798067,Router,2463.66,0.0,37.25,0.0,-99.5,1.0,0.63,0.5,39.4,2464.66,38.94,-99.74,-2.38,-3.07,0.4,0,none,10.0
1789892816.9826558,Router,2464.37,0.0,36.49,0.0,-99.6,4.1,0.55,0.6,44.38,2464.48,38.3,-99.66,-0.9,-3.21,0.4,0,none,10.0
1789892816.9851549,Router,2463.81,0.0,35.43,0.0,-99.9,6.6,0.45,0.4,39.04,2464.2,37.5,-99.64,-1.4,-4.0,0.1,0,none,10.0
1789892816.9877234,Router,2464.38,0.0,36.74,0.0,-100.0,10.4,0.3,0.48,42.6,2464.08,36.93,-99.7,-0.57,-2.87,-0.3,0,none,10.0
1789892816.9903843,Router,2464.48,0.0,36.69,0.0,-99.9,8.3,0.34,0.57,40.01,2464.14,36.52,-99.78,0.29,-2.03,-0.4,0,none,10.0
1789892816.9934182,Router,2463.81,0.0,36.08,0.0,-99.9,5.3,0.3,0.72,34.34,2464.17,36.29,-99.86,0.15,-1.17,-0.4,0,none,10.0
1789892816.9964585,Router,2464.03,0.0,35.54,0.0,-99.8,2.7,0.28,0.75,28.54,2464.1,36.1,-99.9,-0.34,-0.95,-0.2,0,none,10.0
1789892816.9994836,Router,2464.77,0.0,34.17,0.0,-100.0,6.6,0.34,0.63,27.2,2464.29,35.84,-99.92,0.96,-1.26,-0.1,0,none,10.0
1789892817.0025136,Router,2464.07,0.0,33.84,0.0,-100.0,8.3,0.35,0.45,31.39,2464.23,35.26,-99.92,-0.31,-2.9,0.0,0,none,10.0
1789892817.0055094,Router,2464.13,0.0,34.18,0.0,-100.0,7.7,0.32,0.48,32.42,2464.16,34.76,-99.94,-0.35,-2.51,-0.1,0,none,10.0
1789892817.0082238,Router,9999.0,12.5,34.63,0.0,-99.6,7.2,0.32,0.67,31.42,3971.2,34.47,-99.88,7535.19,-1.45,0.3,1,router_packet_loss,0.0
1789892817.0108562,Router,9999.0,25.0,34.15,0.0,-99.5,6.7,0.32,0.76,29.18,5478.19,34.19,-99.82,7534.97,-1.39,0.3,1,router_packet_loss,0.0
1789892817.0132582,Router,9999.0,37.5,34.95,0.0,-99.7,9.2,0.32,0.64,32.03,6985.04,34.35,-99.76,7534.23,0.78,0.3,1,router_packet_loss,0.0
1789892817.0161371,Router,9999.0,50.0,35.88,0.0,-99.7,7.1,0.32,0.77,35.25,8492.03,34.76,-99.7,7534.93,2.04,0.3,1,router_packet_loss,0.0
1789892817.0183854,Router,9999.0,62.5,35.83,0.0,-99.8,4.5,0.32,0.68,34.32,9999.0,35.09,-99.66,7534.87,1.65,0.2,1,router_packet_loss,0.0
1789892817.0211775,Router,2909.1,62.5,35.17,0.0,-99.7,3.7,177.94,0.57,31.47,8581.02,35.2,-99.68,-7089.9,0.54,-0.1,1,router_packet_loss,0.0
1789892817.0239828,Router,3013.67,62.5,34.1,0.0,-99.4,4.5,245.74,0.42,26.32,7183.95,35.19,-99.66,-6985.33,-0.05,0.1,1,router_packet_loss,0.0
1789892817.0267801,Router,3091.85,62.5,33.15,0.0,-99.7,2.6,271.2,0.54,22.7,5802.52,34.83,-99.66,-6907.15,-1.8,0.0,1,router_packet_loss,0.0
1789892817.0296192,Router,3194.72,50.0,33.11,0.0,-99.3,3.1,253.23,0.49,25.3,4441.67,34.27,-99.58,-6804.28,-2.77,0.4,1,router_packet_loss,0.0
1789892817.0325055,Router,9999.0,50.0,33.43,0.0,-99.2,3.4,253.23,0.37,27.49,4441.67,33.79,-99.46,0.0,-2.4,0.6,1,router_packet_loss,0.0
1789892817.0353408,Router,9999.0,50.0,34.4,0.0,-99.3,7.1,253.23,0.55,28.27,5859.65,33.64,-99.38,7089.9,-0.77,0.4,1,router_packet_loss,0.0
1789892817.0378635,Router,3498.83,37.5,35.86,0.0,-99.2,4.1,201.66,0.54,22.99,5956.68,33.99,-99.34,485.16,1.76,0.2,1,router_packet_loss,0.0
1789892817.0403862,Router,9999.0,37.5,36.32,0.0,-99.1,2.7,201.66,0.33,24.58,7338.11,34.62,-99.22,6907.15,3.17,0.6,1,router_packet_loss,0.0
1789892817.0429072,Router,9999.0,50.0,36.19,0.0,-99.0,2.5,201.66,0.54,26.15,8698.97,35.24,-99.16,6804.28,3.08,0.3,1,router_packet_loss,0.0
1789892817.045425,Router,9999.0,62.5,35.67,0.0,-98.9,5.4,201.66,0.7,31.31,8698.97,35.69,-99.1,0.0,2.24,0.3,1,router_packet_loss,0.0
1789892817.0479853,Router,9999.0,75.0,36.02,0.0,-98.9,7.6,201.66,0.58,28.79,8698.97,36.01,-99.02,0.0,1.62,0.4,1,router_packet_loss,0.0
1789892817.0507607,Router,9999.0,87.5,35.41,0.0,-99.2,11.0,201.66,0.65,32.38,9999.0,35.92,-99.02,6500.17,-0.45,0.0,1,,0.0
1789892817.0533104,Router,3890.38,75.0,34.61,0.0,-99.0,14.2,321.65,0.5,26.6,8777.28,35.58,-99.0,-6108.62,-1.71,0.1,0,none,10.0
1789892817.0559306,Router,3890.45,62.5,36.0,0.0,-99.3,17.6,335.78,0.39,23.28,7555.57,35.54,-99.06,-6108.55,-0.19,-0.3,0,none,10.0
1789892817.0585318,Router,3890.54,62.5,36.93,0.0,-99.1,18.0,283.18,0.4,17.56,6333.87,35.79,-99.1,-6108.46,1.26,-0.2,0,none,10.0
1789892817.061177,Router,3890.3,50.0,38.34,0.0,-99.1,15.9,156.64,0.62,13.11,5112.13,36.26,-99.14,-6108.7,2.32,-0.2,0,none,10.0
1789892817.0639226,Router,3889.8,37.5,39.16,0.0,-98.8,12.8,0.26,0.49,8.25,3890.29,37.01,-99.06,-6109.2,3.75,0.4,0,none,10.0
1789892817.0667014,Router,3890.31,25.0,40.54,0.0,-99.0,14.7,0.26,0.48,12.95,3890.28,38.19,-99.06,-0.07,5.93,0.0,0,none,10.0
1789892817.0691535,Router,3890.55,12.5,41.77,0.0,-98.6,17.3,0.27,0.41,12.18,3890.3,39.35,-98.92,0.1,5.77,0.7,0,none,10.0
1789892817.0717545,Router,3890.84,0.0,41.0,0.0,-99.0,13.9,0.34,0.53,14.98,3890.36,40.16,-98.9,0.3,4.07,0.1,0,none,10.0
1789892817.0743673,Router,3891.6,0.0,41.78,0.0,-99.2,15.1,0.6,0.6,10.9,3890.62,40.85,-98.92,1.3,3.44,-0.1,0,none,10.0
1789892817.0769765,Router,3891.37,0.0,41.44,0.0,-99.6,15.7,0.49,0.69,15.45,3890.93,41.31,-99.08,1.57,2.28,-0.8,0,none,10.0
1789892817.0799336,Router,3891.1,0.0,42.6,0.0,-100.0,16.7,0.37,0.64,16.47,3891.09,41.72,-99.28,0.79,2.06,-1.0,0,none,10.0
1789892817.0827074,Router,3891.83,0.0,42.48,0.0,-99.7,17.6,0.35,0.65,16.2,3891.35,41.86,-99.5,1.28,0.71,-1.1,0,none,10.0
1789892817.0852513,Router,3891.89,0.0,42.49,0.0,-99.4,18.3,0.29,0.54,16.22,3891.56,42.16,-99.58,1.05,1.49,-0.4,0,none,10.0
1789892817.0878584,Router,3892.43,0.0,41.61,0.0,-99.2,16.7,0.46,0.46,21.72,3891.72,42.12,-99.58,0.83,-0.17,0.0,0,none,10.0
1789892817.090476,Router,3892.49,0.0,42.34,0.0,-99.5,17.3,0.5,0.4,22.37,3891.95,42.3,-99.56,1.12,0.9,0.1,0,none,10.0
1789892817.093162,Router,3893.28,0.0,42.79,0.0,-99.2,14.8,0.52,0.46,26.04,3892.38,42.34,-99.4,2.18,0.19,0.8,0,none,10.0
1789892817.095974,Router,3893.85,0.0,43.64,0.0,-99.3,15.4,0.69,0.37,25.47,3892.79,42.57,-99.32,2.02,1.16,0.4,0,none,10.0
1789892817.0988603,Router,3893.16,0.0,42.98,0.0,-99.0,14.4,0.53,0.44,26.27,3893.04,42.67,-99.24,1.27,0.49,0.4,0,none,10.0
1789892817.101481,Router,3893.07,0.0,43.71,0.0,-98.9,11.2,0.44,0.65,24.88,3893.17,43.09,-99.18,0.64,2.1,0.3,0,none,10.0
1789892817.1040788,Router,3935.47,0.0,42.25,0.0,-100.0,1.0,16.86,0.56,26.72,3901.77,43.07,-99.28,42.98,-0.09,-0.5,1,wifi_ap_degrade,0.0
1789892817.1067219,Router,3973.91,0.0,42.83,0.0,-100.0,1.0,32.41,0.49,21.76,3917.89,43.08,-99.44,80.63,0.04,-0.8,1,wifi_ap_degrade,0.0
1789892817.1094372,Router,4001.19,0.0,43.19,0.0,-100.0,1.0,43.15,0.63,15.92,3939.36,42.99,-99.58,107.34,-0.45,-0.7,1,wifi_ap_degrade,0.0
1789892817.1118772,Router,9999.0,12.5,44.68,0.0,-100.0,1.0,43.15,0.62,12.58,5160.53,43.33,-99.78,6105.84,1.7,-1.0,1,wifi_ap_degrade,0.0
1789892817.1148117,Router,4071.49,12.5,43.95,0.0,-100.0,1.0,60.45,0.55,15.05,5196.21,43.38,-100.0,178.42,0.24,-1.1,1,wifi_ap_degrade,0.0
1789892817.1174464,Router,4101.09,12.5,45.22,0.0,-100.0,1.0,61.31,0.51,14.62,5229.34,43.97,-100.0,165.62,2.97,0.0,1,wifi_ap_degrade,0.0
1789892817.120082,Router,9999.0,25.0,44.52,0.0,-100.0,1.0,61.31,0.32,12.83,6434.35,44.31,-100.0,6025.09,1.69,0.0,1,wifi_ap_degrade,0.0
1789892817.122799,Router,4168.42,25.0,43.1,0.0,-100.0,1.0,69.85,0.42,12.81,6467.8,44.29,-100.0,167.23,-0.09,0.0,1,wifi_ap_degrade,0.0
1789892817.1254566,Router,4198.15,25.0,44.59,0.0,-100.0,1.0,70.1,0.65,18.02,5307.63,44.28,-100.0,-5800.85,-0.09,0.0,1,wifi_ap_degrade,0.0
1789892817.1282606,Router,9999.0,37.5,43.31,0.0,-100.0,1.0,70.1,0.66,21.25,6493.13,44.15,-100.0,5927.51,-0.64,0.0,1,wifi_ap_degrade,0.0
1789892817.1306243,Router,4258.52,37.5,42.19,0.0,-100.0,1.0,67.14,0.53,18.11,6524.62,43.54,-100.0,157.43,-3.03,0.0,1,wifi_ap_degrade,0.0
1789892817.1332574,Router,4306.33,25.0,42.99,0.0,-100.0,1.0,71.14,0.71,22.32,5386.08,43.24,-100.0,-5692.67,-1.53,0.0,1,wifi_ap_degrade,0.0
1789892817.1357667,Router,4350.66,25.0,42.32,0.0,-100.0,1.0,67.1,0.68,23.43,5422.53,43.08,-100.0,182.24,-0.78,0.0,1,,0.0
1789892817.138271,Router,4351.28,25.0,42.39,0.0,-100.0,1.0,58.45,0.63,20.37,5453.16,42.64,-100.0,153.13,-2.2,0.0,1,none,0.2
1789892817.1407049,Router,4390.38,12.5,42.15,0.0,-100.0,1.0,45.13,0.61,20.35,4331.43,42.41,-100.0,-5608.62,-1.16,0.0,1,wifi_ap_degrade,0.0
1789892817.1431353,Router,4426.53,12.5,42.55,0.0,-100.0,1.0,40.66,0.69,25.08,4365.04,42.48,-100.0,168.01,0.36,0.0,1,wifi_ap_degrade,0.0
1789892817.1457915,Router,4476.15,12.5,43.22,0.0,-100.0,1.0,47.75,0.5,19.54,4399.0,42.53,-100.0,169.82,0.23,0.0,1,wifi_ap_degrade,0.0
1789892817.1485174,Router,9999.0,12.5,43.66,0.0,-100.0,1.0,47.75,0.33,14.81,5528.67,42.79,-100.0,5648.34,1.34,0.0,1,wifi_ap_degrade,0.0
1789892817.1511607,Router,9999.0,25.0,42.4,0.0,-100.0,1.0,47.75,0.51,14.24,6658.21,42.8,-100.0,5647.72,0.01,0.0,1,wifi_ap_degrade,0.0
1789892817.1539578,Router,4577.6,25.0,43.19,0.0,-100.0,1.0,78.31,0.33,14.31,6695.66,43.0,-100.0,187.22,1.04,0.0,1,wifi_ap_degrade,0.0
1789892817.1566,Router,9999.0,37.5,41.89,0.0,-100.0,1.0,78.31,0.51,9.04,7810.15,42.87,-100.0,5572.47,-0.66,0.0,1,wifi_ap_degrade,0.0
1789892817.159416,Router,9999.0,50.0,40.89,0.0,-100.0,1.0,78.31,0.43,7.87,8914.72,42.41,-100.0,5522.85,-2.33,0.0,1,wifi_ap_degrade,0.0
1789892817.1618834,Router,4643.67,50.0,40.62,0.0,-100.0,1.0,94.45,0.62,8.48,7843.65,41.8,-100.0,-5355.33,-3.04,0.0,1,wifi_ap_degrade,0.0
1789892817.1645398,Router,4663.18,50.0,41.58,0.0,-100.0,1.0,92.49,0.56,4.32,6776.49,41.63,-100.0,-5335.82,-0.82,0.0,1,wifi_ap_degrade,0.0
1789892817.1671836,Router,9999.0,62.5,40.96,0.0,-100.0,1.0,92.49,0.65,8.24,7860.77,41.19,-100.0,5421.4,-2.23,0.0,1,wifi_ap_degrade,0.0
1789892817.1698363,Router,4726.11,50.0,41.42,0.0,-100.0,1.0,85.02,0.63,12.59,6806.19,41.09,-100.0,-5272.89,-0.47,0.0,1,wifi_ap_degrade,0.0
